Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,312.304413,313.579620,310.954468,625.033997,312.204773,3927000
2010-01-05,312.418976,312.747742,309.609497,622.281555,310.829926,6031900
2010-01-06,311.761444,311.761444,302.047852,606.594604,302.994293,7987100
2010-01-07,303.562164,303.861053,295.218445,592.473389,295.940735,12876600
2010-01-08,294.894653,300.498657,293.455048,600.371704,299.885956,9483900
2010-01-11,301.101410,301.101410,295.910858,599.464172,299.432648,14479800
2010-01-12,297.709106,297.963165,292.902130,588.863342,294.137512,9742900
2010-01-13,287.168610,293.091431,285.878448,585.482544,292.448822,13041800
2010-01-14,290.859772,295.990540,290.316833,588.234985,293.823669,8511900
2010-01-15,295.562164,295.671753,287.940735,578.411987,288.917053,10909600
2010-01-19,289.514832,294.107605,287.069000,586.011108,292.712830,8665700
2010-01-20,291.895905,291.895905,286.570862,578.820862,289.121307,6525700
2010-01-21,290.630646,292.314331,285.056549,581.383789,290.401489,12662600
2010-01-22,281.196014,284.234619,266.431335,548.504089,273.978058,13651700
2010-01-25,272.274445,273.913300,266.755127,538.521545,268.991760,8872800
2010-01-26,267.980530,273.773834,267.143677,540.934875,270.197235,8743600
2010-01-27,269.624390,272.802460,266.655518,540.615784,270.037842,7958400
2010-01-28,271.228363,272.478668,264.309296,532.827148,266.147400,6482300
2010-01-29,268.239563,269.484894,261.823608,528.489075,263.980530,8311900
2010-02-01,266.301849,266.904572,264.159851,531.560608,265.514771,4518400
2010-02-02,266.481171,266.481171,262.819885,529.665833,264.568329,8223000
2010-02-03,263.347900,270.037842,263.128723,539.339233,269.400208,6020500
2010-02-04,267.497345,267.995483,261.798706,525.337708,262.406433,6780600
2010-02-05,263.213409,265.753876,260.254517,529.835388,264.653015,6335600
2010-02-08,265.255768,269.988007,264.772552,532.009399,265.738953,5408700
2010-02-09,268.762604,269.753906,266.535950,534.971313,267.218414,5660200
2010-02-10,266.037811,267.890869,262.859741,532.986694,266.227112,5369000
2010-02-11,265.664215,269.235840,263.761353,534.931396,267.198486,4838000
2010-02-12,265.489868,267.572083,264.259491,531.660339,265.564606,4576400
2010-02-16,267.432587,271.049042,266.152405,539.817932,269.639313,7336100
